id,user_id,subject_id,day,period,start_time,end_time,room,department,semester
ddfbcc1f-ed7b-47ed-84a8-93f1f42b8a82,18d61081-d3de-4ace-9910-bd077d9211c9,43a6a7a6-fd50-4a02-a20b-d4e2371ea42d,Wednesday,1,08:00:00,08:55:00,CR 5,,
6ab114d9-cbbf-4759-add6-c23c3c873aba,18d61081-d3de-4ace-9910-bd077d9211c9,5e5c6000-9706-4ae1-97e5-87920c29d2af,Wednesday,2,08:55:00,09:50:00,CR 5,,
0076711b-d266-449f-a95d-7bb23d9f5363,18d61081-d3de-4ace-9910-bd077d9211c9,bb681948-82b2-4711-afea-60f234ad91d0,Wednesday,3,10:10:00,11:05:00,CR 5,,
f4dd39f4-1f90-4157-8749-ba027d2e412a,18d61081-d3de-4ace-9910-bd077d9211c9,4c0d1530-0dd1-42ad-a24f-1cf3d42e9887,Wednesday,4,11:05:00,12:00:00,CR 5,,
ce99381b-4207-468f-815e-7fc885ed3670,18d61081-d3de-4ace-9910-bd077d9211c9,fb717a30-9d5e-40ee-a8dd-3dff496f6621,Wednesday,5,13:00:00,13:50:00,CR 5,,
8b9a1759-fefb-4f37-80b8-68a168c232b3,18d61081-d3de-4ace-9910-bd077d9211c9,f548b49a-0f18-4483-8789-54ac9292b71f,Wednesday,6,13:50:00,14:40:00,CR 5,,
94d6c2ce-2061-43be-9c45-e26b0e3c4791,18d61081-d3de-4ace-9910-bd077d9211c9,f548b49a-0f18-4483-8789-54ac9292b71f,Wednesday,7,14:55:00,15:45:00,CR 5,,
0dee31a5-485b-4e3e-b5ac-61c31c264ff5,18d61081-d3de-4ace-9910-bd077d9211c9,bb681948-82b2-4711-afea-60f234ad91d0,Thursday,1,08:00:00,08:55:00,CR 5,,
f9f4aedb-3df7-4650-8709-3db4486f9f83,18d61081-d3de-4ace-9910-bd077d9211c9,4cf2fe60-52bc-4fbd-a082-831ae266ebd0,Thursday,2,08:55:00,09:50:00,CR 5,,
8d7fac9a-0f37-41e7-8973-74dc4288d144,18d61081-d3de-4ace-9910-bd077d9211c9,5e5c6000-9706-4ae1-97e5-87920c29d2af,Thursday,3,10:10:00,11:05:00,CR 5,,
4fc32e09-1da9-4f00-8c2c-3941ca77ea88,18d61081-d3de-4ace-9910-bd077d9211c9,e06e4539-6655-4df8-82b6-829b5dd25632,Thursday,4,11:05:00,12:00:00,CR 5,,
985b1cde-c92f-462a-babe-fabb6e1b7a1f,18d61081-d3de-4ace-9910-bd077d9211c9,fb41f563-c8c6-40be-a7bf-e48b7c279680,Thursday,5,13:00:00,13:50:00,CR 5,,
00b39a61-9b67-449a-b709-a645ba44d292,18d61081-d3de-4ace-9910-bd077d9211c9,fb41f563-c8c6-40be-a7bf-e48b7c279680,Thursday,6,13:50:00,14:40:00,CR 5,,
ef533814-f277-47ac-848e-e472079f0432,18d61081-d3de-4ace-9910-bd077d9211c9,e06e4539-6655-4df8-82b6-829b5dd25632,Thursday,7,14:55:00,15:45:00,CR 5,,
09e69ccf-9c06-428c-8135-108fbd296330,18d61081-d3de-4ace-9910-bd077d9211c9,5e5c6000-9706-4ae1-97e5-87920c29d2af,Friday,1,08:00:00,08:55:00,CR 5,,
c7d66d4f-24ae-4e61-b38d-c481faa182b8,18d61081-d3de-4ace-9910-bd077d9211c9,5e5c6000-9706-4ae1-97e5-87920c29d2af,Friday,2,08:55:00,09:50:00,CR 5,,
